area_id,day_of_year,temperature_2m_max_normal_mean,temperature_2m_max_normal_std,temperature_2m_min_normal_mean,temperature_2m_min_normal_std,precipitation_sum_normal_mean,precipitation_sum_normal_std,windspeed_10m_max_normal_mean,windspeed_10m_max_normal_std,cloudcover_mean_normal_mean,cloudcover_mean_normal_std
kruger,1,31.975,3.6030542599300395,21.40625,1.372816448036663,3.41875,4.902546107211368,17.76875,6.980039995109865,56.625,23.274807553805182
kruger,2,30.5,3.7250503352303843,21.35625,1.9127532512062289,3.9,6.738644769783708,20.08125,9.08083834235584,59.9375,25.8649537663096
kruger,3,31.46875,3.5179006523777794,21.4625,1.8707841493163582,2.13125,4.9978286952102176,18.4375,6.517553221877057,50.4375,27.623585936659275
kruger,4,31.68125,3.6431156537593843,21.54375,1.6194520678303512,0.9312499999999999,1.7480346106413338,16.725,5.939191864218565,50.625,24.75446087745264
kruger,5,32.48125,3.560939716797614,21.58125,2.1235877660223976,3.0625,6.514074505765701,16.33125,5.492870378954888,43.625,28.068665803703603
kruger,6,32.225,4.654531841836155,21.475,2.0741263220932318,8.0125,15.405015417064664,18.55,6.92675970421957,54.4375,34.41892647948219
kruger,7,31.44375,4.976875693310681,21.61875,1.8988483351758243,3.45,7.1886948282239205,20.71875,4.7127088813123175,56.125,34.27705743885649
kruger,8,31.5,4.1398872770483335,21.525,1.9017535767461209,2.91875,8.213746100288224,20.506249999999998,6.9858398445235865,49.125,24.168505677154858
kruger,9,31.15625,3.5691210402562707,21.43125,2.29629230137048,2.11875,3.3604005217632418,18.36875,6.297165367581407,56.75,33.544994658915456
kruger,10,31.31875,3.3786030150541997,21.76875,1.500541568901041,7.2875000000000005,15.509561566981834,19.58125,7.10607427956299,57.875,33.94873586257177
kruger,11,30.275,3.4505072090925997,21.99375,1.46945284601673,7.9437500000000005,18.038550154229878,20.675,6.343868430750017,69.5625,25.97683262704161
kruger,12,30.96875,4.506398229184811,21.5375,2.1197090995385817,9.75,18.948984141636725,19.25625,6.253422396309613,62.4375,31.21531408352851
kruger,13,30.5875,3.931560334862821,21.89375,1.5377337220728433,7.5375,16.0719994607599,19.4375,5.346883827676329,56.375,29.57448224398865
kruger,14,31.36875,3.388356287838298,22.58125,1.7077153353725754,6.125,11.495129403360364,19.3875,4.222775548538347,62.875,25.775634489442414
kruger,15,31.4125,3.214524329767417,22.49375,1.4149057683582091,8.5125,13.795162195494475,20.29375,6.466886808967666,64.375,28.514031633565956
kruger,16,30.075,4.035261247222208,22.09375,1.4289710750513231,9.075,13.61207797019495,22.7125,8.538061840956646,75.25,21.098183176125218
kruger,17,28.58125,3.2445274437633187,21.50625,1.439198272187216,12.4375,19.00143415639988,23.95625,9.745218913224408,74.75,21.693316943243143
kruger,18,29.725,2.8566880590408656,21.18125,1.6718128882543444,10.9375,22.57511535592528,20.2375,8.015973636017858,72.375,22.59166512971838
kruger,19,30.0125,3.69610154983148,20.38125,1.675,8.875,20.63148079998137,22.21875,7.507881969414988,58.9375,33.1148883937925
kruger,20,29.65,4.093572197156578,20.6875,1.6123998676920475,10.14375,35.49249627268652,22.725,8.412490713219244,56.6875,30.741326690087188
kruger,21,29.80625,2.831835388342102,20.3125,1.6500000000000004,13.25625,48.24425311198561,21.76875,7.3232705580680735,52.625,30.85638777735765
kruger,22,30.5,2.8114053425288925,20.55,1.2930583900195685,0.4375,1.0663801698581359,20.6,7.120112358664012,53.5,27.303235461510173
kruger,23,31.16875,2.2779285180473368,21.21875,1.0596972838189849,2.2624999999999997,5.574809413782681,19.08125,6.378110352343134,55.5,27.652606869274848
kruger,24,31.8125,3.262080113465435,21.53125,1.3424945685799503,2.9125,10.72547590241726,18.45625,6.617952226079201,49.375,28.853364910641993
