species,common_name,taxon_class,area_id,lat,lon,date
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.22263,-84.685124,2026-01-04
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.258007,-84.68365,2026-01-03
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.369683,-84.733968,2026-01-10
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.245178,-84.771528,2026-01-11
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.271984,-84.751991,2026-01-07
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.200251,-84.720975,2026-01-14
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.248545,-84.734401,2026-01-22
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.348515,-84.783415,2026-01-13
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.266712,-84.744166,2026-01-06
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.322654,-84.689531,2026-01-05
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.327237,-84.793365,2026-01-22
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.375834,-84.61827,2026-01-15
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.242805,-84.853854,2026-01-04
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.249775,-84.64313,2026-01-10
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.217741,-84.629516,2026-01-16
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.296975,-84.705524,2026-01-08
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.287526,-84.660807,2026-01-23
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.20056,-84.649377,2026-01-14
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.250769,-84.835817,2026-01-28
Pharomachrus mocinno,Resplendent Quetzal,Aves,costa_rica_cloud_forest,10.239817,-84.918696,2026-01-25
